event_id,event_timestamp,unidad_negocio,tipo_evento,tipo_movimiento,insumo,categoria,cantidad,unidad_medida,origen,destino,sucursal,created_at
521e14f7-fd8a-46ad-8be2-c092b8dfff7d,2026-01-04T07:06:35.127461,insumos,insumo_movement,VENTA,MAP,Fertilizante,4923,kg,9 de Julio,Productor Gomez,9 de Julio,2026-01-07T23:12:08.574021
4b8f4192-2133-4e24-b7db-08dc2646d53c,2026-01-05T09:01:34.476505,insumos,insumo_movement,VENTA,Urea,Fertilizante,4001,kg,Bahía Blanca,Productor Fernandez,Bahía Blanca,2026-01-07T23:12:08.574052
eba8c615-96b2-4d23-9b4b-f2d1c3c1dcde,2026-01-03T13:33:04.378883,insumos,insumo_movement,TRANSFERENCIA,Soja RR,Semilla,6096,bolsas,Pergamino,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.574074
15037a35-e00d-40ce-8070-6853b0567ebc,2026-01-04T21:10:05.145276,insumos,insumo_movement,CONSUMO,Soja RR,Semilla,2176,bolsas,Bahía Blanca,Ganadería,Bahía Blanca,2026-01-07T23:12:08.574095
7785399f-4bab-4be0-b858-e27edad894f8,2026-01-07T08:42:05.492717,insumos,insumo_movement,TRANSFERENCIA,Urea,Fertilizante,5012,kg,Pergamino,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.574115
4edbe1a1-15e1-4ba2-b3dc-e50d5ce00876,2026-01-01T01:33:02.698062,insumos,insumo_movement,TRANSFERENCIA,MAP,Fertilizante,6015,kg,9 de Julio,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.574136
4e452aff-4d13-4aed-bd17-e333c2662542,2026-01-02T01:11:38.854084,insumos,insumo_movement,VENTA,MAP,Fertilizante,4527,kg,Bahía Blanca,Productor Ortiz,Bahía Blanca,2026-01-07T23:12:08.574165
8a9eda96-8d10-4667-bf6a-572bf64dc6ba,2026-01-04T14:42:38.134410,insumos,insumo_movement,CONSUMO,Maíz híbrido,Semilla,2651,bolsas,9 de Julio,Ganadería,9 de Julio,2026-01-07T23:12:08.574187
9ff97534-4592-4e6d-aff0-6fafee05bcbd,2026-01-07T16:46:26.153522,insumos,insumo_movement,COMPRA,Soja RR,Semilla,18066,bolsas,Fabricante Directo,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.574223
58d9bcc8-509f-484a-b7fb-5e9e5f65260d,2026-01-01T09:29:02.445829,insumos,insumo_movement,TRANSFERENCIA,Soja RR,Semilla,1911,bolsas,Trenque Lauquen,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.574250
36816017-b797-4743-b56d-37f9a9a369f2,2026-01-03T02:40:56.555650,insumos,insumo_movement,CONSUMO,MAP,Fertilizante,448,kg,Santa Rosa,Ganadería,Santa Rosa,2026-01-07T23:12:08.574272
b4c9f8b2-2fcd-462e-b2aa-6e5ce8dd33f2,2026-01-07T18:34:08.913362,insumos,insumo_movement,COMPRA,Soja RR,Semilla,14167,bolsas,Importador Regional,9 de Julio,9 de Julio,2026-01-07T23:12:08.574301
e12cca25-c501-4191-9e37-016c4520c4e7,2026-01-06T00:11:08.841272,insumos,insumo_movement,VENTA,MAP,Fertilizante,730,kg,Trenque Lauquen,Productor Suarez,Trenque Lauquen,2026-01-07T23:12:08.574388
8b3df24a-632e-4fc7-af94-06ee2cb782ba,2026-01-07T03:08:02.953138,insumos,insumo_movement,VENTA,Glifosato,Agroquímico,4824,lt,Santa Rosa,Productor Aguirre,Santa Rosa,2026-01-07T23:12:08.574433
526fe022-e5d6-4d47-8ed4-33bbd7526915,2026-01-05T07:59:28.833461,insumos,insumo_movement,CONSUMO,Maíz híbrido,Semilla,527,bolsas,Santa Rosa,Ganadería,Santa Rosa,2026-01-07T23:12:08.574462
842627ed-d22c-4fe6-9a50-8637d2a3dac2,2026-01-05T22:01:47.406862,insumos,insumo_movement,VENTA,Urea,Fertilizante,2749,kg,Trenque Lauquen,Productor Mendez,Trenque Lauquen,2026-01-07T23:12:08.574494
1f7f575a-3aa0-48f9-9632-edce24ae724a,2026-01-07T09:00:57.980663,insumos,insumo_movement,TRANSFERENCIA,"2,4-D",Agroquímico,5592,lt,Pergamino,9 de Julio,9 de Julio,2026-01-07T23:12:08.574517
0bff1050-096d-4ade-b9bd-d28892ddc108,2026-01-04T21:39:14.849864,insumos,insumo_movement,TRANSFERENCIA,MAP,Fertilizante,7800,kg,9 de Julio,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.574539
07a01a44-6276-46b3-919c-ed5234d43fbb,2026-01-06T01:17:19.702842,insumos,insumo_movement,TRANSFERENCIA,Glifosato,Agroquímico,7855,lt,9 de Julio,Pergamino,Pergamino,2026-01-07T23:12:08.574561
b8809dce-fd16-4ecd-ad75-a16d64abe682,2026-01-02T11:02:10.420454,insumos,insumo_movement,TRANSFERENCIA,"2,4-D",Agroquímico,3092,lt,9 de Julio,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.574582
fe2ed6cb-8aca-48b2-b66f-974aa3d3c1eb,2026-01-04T09:07:03.640835,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,24993,lt,Proveedor Nacional,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.574602
e0daf396-d413-43fb-9855-73d5f7164825,2026-01-06T13:47:33.786663,insumos,insumo_movement,COMPRA,MAP,Fertilizante,13670,kg,Fabricante Directo,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.574623
962e1cfd-613a-419d-9e84-98ec0ee59b2e,2026-01-06T13:52:59.751467,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,3488,lt,Fabricante Directo,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.574643
d18e3a64-7255-4c3e-a049-4ce5a570b162,2026-01-05T17:40:30.142825,insumos,insumo_movement,VENTA,Soja RR,Semilla,1885,bolsas,Bahía Blanca,Productor Alvarez,Bahía Blanca,2026-01-07T23:12:08.574673
02f25a3a-d5f9-4fcd-9306-a3600b57079b,2026-01-03T12:22:59.964650,insumos,insumo_movement,CONSUMO,"2,4-D",Agroquímico,2745,lt,Pergamino,Ganadería,Pergamino,2026-01-07T23:12:08.574695
454f6b23-fd25-4193-979d-40d1f0ce3b77,2026-01-05T12:48:36.224462,insumos,insumo_movement,VENTA,MAP,Fertilizante,2589,kg,Santa Rosa,Productor Fernandez,Santa Rosa,2026-01-07T23:12:08.574723
c47ae8d1-6007-415a-9f1b-eba76d9f8be9,2026-01-04T01:11:00.672401,insumos,insumo_movement,TRANSFERENCIA,Glifosato,Agroquímico,4553,lt,Pergamino,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.574745
d2fff38b-e6b3-4ce3-9fd8-5c8934a05642,2026-01-04T14:10:17.312506,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,20534,lt,Proveedor Nacional,9 de Julio,9 de Julio,2026-01-07T23:12:08.574766
d54a42f3-7dd1-4ba2-80fb-474fa76449d6,2026-01-06T07:58:39.569763,insumos,insumo_movement,COMPRA,MAP,Fertilizante,21496,kg,Fabricante Directo,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.574785
0995b1f3-fbdc-4417-bc7b-ab340b402441,2026-01-02T01:44:43.788455,insumos,insumo_movement,COMPRA,Urea,Fertilizante,16943,kg,Fabricante Directo,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.574805
92da69f7-73a9-4034-8dc1-2c96dd10aad6,2026-01-02T15:16:45.698693,insumos,insumo_movement,CONSUMO,MAP,Fertilizante,1501,kg,9 de Julio,Ganadería,9 de Julio,2026-01-07T23:12:08.574825
657aead9-d7b4-4990-8bed-5e93381bbe57,2026-01-03T00:45:28.864224,insumos,insumo_movement,TRANSFERENCIA,Soja RR,Semilla,2967,bolsas,Pergamino,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.574855
0012df17-46af-460a-b71c-fd00579c8f90,2026-01-01T02:46:25.607936,insumos,insumo_movement,CONSUMO,"2,4-D",Agroquímico,2252,lt,Trenque Lauquen,Ganadería,Trenque Lauquen,2026-01-07T23:12:08.574882
613b1ab8-dd1a-406f-b341-cd4404dd94f5,2026-01-07T02:10:58.296720,insumos,insumo_movement,VENTA,"2,4-D",Agroquímico,282,lt,Santa Rosa,Productor Diaz,Santa Rosa,2026-01-07T23:12:08.574915
27d0cbd4-2b84-423a-b5ea-d7d20fbf6ad1,2026-01-02T06:09:50.380110,insumos,insumo_movement,TRANSFERENCIA,Urea,Fertilizante,3740,kg,Santa Rosa,9 de Julio,9 de Julio,2026-01-07T23:12:08.574943
3271db9d-30e0-4c23-a619-aeaf3497534f,2026-01-06T00:21:53.817567,insumos,insumo_movement,VENTA,Urea,Fertilizante,2631,kg,Bahía Blanca,Productor Romero,Bahía Blanca,2026-01-07T23:12:08.574975
150b5763-914c-4593-9d90-107ec2b35be5,2026-01-05T18:39:08.524767,insumos,insumo_movement,VENTA,"2,4-D",Agroquímico,2498,lt,Trenque Lauquen,Productor Vargas,Trenque Lauquen,2026-01-07T23:12:08.575006
2a07e88d-6ebe-4343-8e15-de55ab716609,2026-01-05T21:25:22.849116,insumos,insumo_movement,CONSUMO,Maíz híbrido,Semilla,1668,bolsas,Santa Rosa,Ganadería,Santa Rosa,2026-01-07T23:12:08.575027
62b8b6af-0da0-4825-8dc0-f66b975f283d,2026-01-01T05:08:57.684239,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,9043,lt,Fabricante Directo,9 de Julio,9 de Julio,2026-01-07T23:12:08.575048
c3caa60c-8ece-41b8-9127-bb55b1f385e2,2026-01-03T01:54:25.858899,insumos,insumo_movement,COMPRA,Maíz híbrido,Semilla,4992,bolsas,Fabricante Directo,9 de Julio,9 de Julio,2026-01-07T23:12:08.575069
6f107744-03d5-46d8-9c26-b07966ad1674,2026-01-07T16:51:49.754056,insumos,insumo_movement,TRANSFERENCIA,Urea,Fertilizante,1939,kg,Bahía Blanca,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.575089
a20ddfcf-070b-4d3a-9295-aa0a54f4b814,2026-01-04T00:07:00.590322,insumos,insumo_movement,VENTA,Urea,Fertilizante,2443,kg,Trenque Lauquen,Productor Avila,Trenque Lauquen,2026-01-07T23:12:08.575118
eae3a924-6666-49f7-8e00-146702a4949e,2026-01-05T12:08:58.830240,insumos,insumo_movement,COMPRA,MAP,Fertilizante,14447,kg,Fabricante Directo,Pergamino,Pergamino,2026-01-07T23:12:08.575140
b17325cd-aacd-4716-ac6a-3ae209ed7de2,2026-01-06T09:16:04.092619,insumos,insumo_movement,VENTA,Maíz híbrido,Semilla,1055,bolsas,Trenque Lauquen,Productor Juarez,Trenque Lauquen,2026-01-07T23:12:08.575168
02d68f08-21f9-4e39-b172-1502c9bfa3d2,2026-01-01T05:48:02.230126,insumos,insumo_movement,VENTA,Glifosato,Agroquímico,313,lt,Santa Rosa,Productor Cabrera,Santa Rosa,2026-01-07T23:12:08.575197
d1a11b6c-4cf9-4031-84e5-db2090bd6f34,2026-01-07T13:22:16.810878,insumos,insumo_movement,VENTA,MAP,Fertilizante,1439,kg,Bahía Blanca,Productor Lopez,Bahía Blanca,2026-01-07T23:12:08.575226
28a2764c-50b7-42ca-8982-89e25dc766fd,2026-01-04T02:49:03.052786,insumos,insumo_movement,CONSUMO,Urea,Fertilizante,2602,kg,9 de Julio,Ganadería,9 de Julio,2026-01-07T23:12:08.575247
4564528d-e07d-4f36-8569-f1a838989ba1,2026-01-07T01:14:04.195038,insumos,insumo_movement,TRANSFERENCIA,MAP,Fertilizante,3626,kg,Bahía Blanca,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.575267
cef73d53-5dda-446b-966e-eb3e4cb1f28c,2026-01-07T09:49:08.176355,insumos,insumo_movement,VENTA,Urea,Fertilizante,4689,kg,Santa Rosa,Productor Flores,Santa Rosa,2026-01-07T23:12:08.575296
6d3933f8-1372-4928-95b6-36521848aaab,2026-01-06T01:55:23.730407,insumos,insumo_movement,TRANSFERENCIA,Soja RR,Semilla,7007,bolsas,9 de Julio,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.575318
1d9dcf06-f3fd-41da-b976-4e462b6109c1,2026-01-07T16:00:23.662847,insumos,insumo_movement,TRANSFERENCIA,Maíz híbrido,Semilla,1327,bolsas,Santa Rosa,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.575339
85819b32-d2a1-4fe4-83ea-0731c0b51663,2026-01-03T22:36:32.578953,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,19361,lt,Importador Regional,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.575359
6cd35bf7-d3bd-4abf-9eab-68c850e75540,2026-01-02T20:06:37.182644,insumos,insumo_movement,CONSUMO,"2,4-D",Agroquímico,1841,lt,Santa Rosa,Ganadería,Santa Rosa,2026-01-07T23:12:08.575378
cb053fc4-f750-45a4-91a6-cfcb76e2d05c,2026-01-02T19:28:59.365010,insumos,insumo_movement,VENTA,"2,4-D",Agroquímico,1672,lt,9 de Julio,Productor Velazquez,9 de Julio,2026-01-07T23:12:08.575406
9a8f3b0b-a582-4b3a-967d-44fda57a5a66,2026-01-01T12:03:57.422797,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,14286,lt,Importador Regional,9 de Julio,9 de Julio,2026-01-07T23:12:08.575427
03caf790-784b-4e65-b7d5-af24d9646889,2026-01-06T08:16:29.996606,insumos,insumo_movement,CONSUMO,"2,4-D",Agroquímico,590,lt,Pergamino,Ganadería,Pergamino,2026-01-07T23:12:08.575451
8f47356b-56a5-4e39-8c5c-5408b7f9d90c,2026-01-03T21:43:01.666991,insumos,insumo_movement,TRANSFERENCIA,Soja RR,Semilla,7507,bolsas,Santa Rosa,9 de Julio,9 de Julio,2026-01-07T23:12:08.575472
a4c20ee4-42fd-4572-ae47-864d8dc88792,2026-01-06T18:55:07.881136,insumos,insumo_movement,VENTA,MAP,Fertilizante,794,kg,Bahía Blanca,Productor Gomez,Bahía Blanca,2026-01-07T23:12:08.575509
f8ea4dd0-0434-4eb8-bdfc-41dff03b198f,2026-01-07T05:37:09.153985,insumos,insumo_movement,COMPRA,Urea,Fertilizante,15903,kg,Proveedor Nacional,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.575531
b960b0b2-c82f-4bcc-8689-d6831779a73a,2026-01-03T21:46:46.464155,insumos,insumo_movement,VENTA,Urea,Fertilizante,1628,kg,Bahía Blanca,Productor Romero,Bahía Blanca,2026-01-07T23:12:08.575561
25018078-6c54-4921-a289-83e21c8cd8ba,2026-01-04T16:41:25.214113,insumos,insumo_movement,VENTA,Soja RR,Semilla,4612,bolsas,Trenque Lauquen,Productor Sanchez,Trenque Lauquen,2026-01-07T23:12:08.575589
8d588043-8715-44d2-80e7-ebcb86041b48,2026-01-07T11:10:35.062567,insumos,insumo_movement,VENTA,Glifosato,Agroquímico,2050,lt,Trenque Lauquen,Productor Vargas,Trenque Lauquen,2026-01-07T23:12:08.575618
910b9603-9768-4df0-aaed-2da4b4fea719,2026-01-06T12:23:22.903283,insumos,insumo_movement,VENTA,Maíz híbrido,Semilla,4849,bolsas,Pergamino,Productor Garcia,Pergamino,2026-01-07T23:12:08.575648
09b12aba-7539-4585-b03d-9f400b84bc33,2026-01-06T10:43:36.174791,insumos,insumo_movement,CONSUMO,Maíz híbrido,Semilla,463,bolsas,9 de Julio,Ganadería,9 de Julio,2026-01-07T23:12:08.575669
c922c50e-db3a-4b26-934a-86e8156ba6c3,2026-01-02T17:56:47.056804,insumos,insumo_movement,VENTA,Urea,Fertilizante,3427,kg,9 de Julio,Productor Paez,9 de Julio,2026-01-07T23:12:08.575697
be864b99-6cf4-4e78-a924-09885142d0c9,2026-01-02T15:37:23.319431,insumos,insumo_movement,TRANSFERENCIA,Urea,Fertilizante,2858,kg,9 de Julio,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.575719
194f0e98-3281-4a82-8c21-95eeddcef322,2026-01-02T04:50:42.058076,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,17848,lt,Proveedor Nacional,9 de Julio,9 de Julio,2026-01-07T23:12:08.575739
c6421619-8fb7-48be-bf45-5f91b73009d5,2026-01-05T04:37:31.195131,insumos,insumo_movement,TRANSFERENCIA,Maíz híbrido,Semilla,5236,bolsas,Trenque Lauquen,Pergamino,Pergamino,2026-01-07T23:12:08.575758
243c6171-8981-4ca1-a638-0dd3ed08166c,2026-01-02T16:45:20.202261,insumos,insumo_movement,VENTA,"2,4-D",Agroquímico,1426,lt,Trenque Lauquen,Productor Alvarez,Trenque Lauquen,2026-01-07T23:12:08.575786
9977ced1-4307-4b98-835f-a86afb009e53,2026-01-04T09:19:45.558724,insumos,insumo_movement,TRANSFERENCIA,Soja RR,Semilla,844,bolsas,Santa Rosa,Pergamino,Pergamino,2026-01-07T23:12:08.575807
0e21d8ef-a434-4787-8a43-275cddf08da7,2026-01-02T05:03:51.322363,insumos,insumo_movement,COMPRA,Maíz híbrido,Semilla,9668,bolsas,Proveedor Nacional,Pergamino,Pergamino,2026-01-07T23:12:08.575842
ceb5785a-4888-4317-9f44-2ef3f5a44441,2026-01-06T20:24:30.184085,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,8719,lt,Importador Regional,9 de Julio,9 de Julio,2026-01-07T23:12:08.575868
1ca69190-bc79-4f42-8b45-73d5528425b3,2026-01-04T11:47:56.436966,insumos,insumo_movement,TRANSFERENCIA,Soja RR,Semilla,2085,bolsas,Bahía Blanca,9 de Julio,9 de Julio,2026-01-07T23:12:08.575891
e0558b6d-008d-4008-b6fc-1e98c073cae1,2026-01-05T22:07:24.701126,insumos,insumo_movement,CONSUMO,Urea,Fertilizante,1701,kg,Santa Rosa,Ganadería,Santa Rosa,2026-01-07T23:12:08.575912
80bc0293-37b8-4491-bbba-584fa4ef5088,2026-01-05T13:51:59.889192,insumos,insumo_movement,CONSUMO,"2,4-D",Agroquímico,340,lt,Pergamino,Ganadería,Pergamino,2026-01-07T23:12:08.575932
daee686c-bb2d-46d2-984d-b9b9d8a3e284,2026-01-04T12:02:19.137670,insumos,insumo_movement,CONSUMO,Glifosato,Agroquímico,2793,lt,9 de Julio,Ganadería,9 de Julio,2026-01-07T23:12:08.575952
9e31a996-3241-4ac5-b917-5c55d58e639b,2026-01-02T18:33:11.887555,insumos,insumo_movement,VENTA,Maíz híbrido,Semilla,1188,bolsas,Pergamino,Productor Romero,Pergamino,2026-01-07T23:12:08.575981
123ba2d3-9567-4876-8ce7-44c771cd6608,2026-01-05T10:17:51.046522,insumos,insumo_movement,VENTA,"2,4-D",Agroquímico,4419,lt,Bahía Blanca,Productor Acosta,Bahía Blanca,2026-01-07T23:12:08.576012
a9fa2c92-5f4f-4ce9-a982-a0af0a64cb4d,2026-01-05T01:57:22.443517,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,16180,lt,Fabricante Directo,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.576033
1c8ed39a-d669-4087-bc14-1a2e6df020fe,2026-01-01T02:09:45.044204,insumos,insumo_movement,VENTA,Glifosato,Agroquímico,4838,lt,Bahía Blanca,Productor Diaz,Bahía Blanca,2026-01-07T23:12:08.576069
d932506e-85f0-473f-9020-d2b75b331051,2026-01-03T22:28:44.754618,insumos,insumo_movement,TRANSFERENCIA,Glifosato,Agroquímico,3010,lt,Trenque Lauquen,Pergamino,Pergamino,2026-01-07T23:12:08.576091
65f5c20c-3ca1-4135-8445-08fbe885d400,2026-01-06T01:38:40.292024,insumos,insumo_movement,VENTA,Soja RR,Semilla,3399,bolsas,Santa Rosa,Productor Duarte,Santa Rosa,2026-01-07T23:12:08.576120
aca283c0-c70b-4551-863c-08daa082d7e8,2026-01-03T15:15:18.165486,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,19645,lt,Fabricante Directo,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.576141
2bbe8e62-bbe5-4512-8291-2e4a2380a08d,2026-01-03T12:45:07.345487,insumos,insumo_movement,TRANSFERENCIA,Maíz híbrido,Semilla,1793,bolsas,Trenque Lauquen,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.576161
9cf91449-bf73-4384-9453-7731ca3c24c6,2026-01-06T12:49:12.041608,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,16957,lt,Proveedor Nacional,Pergamino,Pergamino,2026-01-07T23:12:08.576181
4503ad2e-a091-419a-98f9-5f3d05c518be,2026-01-01T20:08:53.149647,insumos,insumo_movement,TRANSFERENCIA,MAP,Fertilizante,4803,kg,Bahía Blanca,Pergamino,Pergamino,2026-01-07T23:12:08.576205
db6eaf45-9e8c-44c7-b99b-d4bd87db1a3f,2026-01-06T16:05:35.672726,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,8359,lt,Proveedor Nacional,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.576227
c0d29254-5b2d-45c6-8ebc-a5f99d236175,2026-01-06T18:40:03.343901,insumos,insumo_movement,CONSUMO,MAP,Fertilizante,1979,kg,Trenque Lauquen,Ganadería,Trenque Lauquen,2026-01-07T23:12:08.576247
