event_id,lote_id,event_timestamp,unidad_negocio,tipo_evento,evento,campo,cultivo,superficie_ha,rinde_qq_ha,created_at
a7bed0e4-2db1-4a48-bcc3-c85cb0553369,8444d337-2b89-4aa1-98a5-ab18925e0a0f,2026-01-07T12:24:47.642430,siembras,siembra_event,PREPARACION_SUELO,Campo Rodriguez,Trigo,321,,2026-01-07T20:26:47.877053
f9bd61ae-4214-4897-b508-06559ad5f82e,8444d337-2b89-4aa1-98a5-ab18925e0a0f,2026-01-14T12:24:47.642430,siembras,siembra_event,SIEMBRA,Campo Rodriguez,Trigo,321,,2026-01-07T20:26:47.877057
57bcdd4e-20a6-4256-bf88-2f27459f9d85,8444d337-2b89-4aa1-98a5-ab18925e0a0f,2026-02-06T12:24:47.642430,siembras,siembra_event,FERTILIZACION,Campo Rodriguez,Trigo,321,,2026-01-07T20:26:47.877062
c07756ff-db67-4f8b-9917-414444d69ce5,8444d337-2b89-4aa1-98a5-ab18925e0a0f,2026-03-08T12:24:47.642430,siembras,siembra_event,PULVERIZACION,Campo Rodriguez,Trigo,321,,2026-01-07T20:26:47.877066
b5db0102-4585-4194-bacb-5ddd65b1fdd4,8444d337-2b89-4aa1-98a5-ab18925e0a0f,2026-05-07T12:24:47.642430,siembras,siembra_event,COSECHA,Campo Rodriguez,Trigo,321,37.0,2026-01-07T20:26:47.877071
82a3febc-aa34-4463-ab5f-e79a3bedcdf3,83816b5c-ebb9-4b60-95c1-c3f0607d739e,2026-01-05T01:29:31.918717,siembras,siembra_event,PREPARACION_SUELO,Campo Rodriguez,Soja,66,,2026-01-07T20:26:47.877107
6fd875c1-b6d0-4fc4-b8f0-b31006b72395,83816b5c-ebb9-4b60-95c1-c3f0607d739e,2026-01-12T01:29:31.918717,siembras,siembra_event,SIEMBRA,Campo Rodriguez,Soja,66,,2026-01-07T20:26:47.877112
68240592-9c43-4e90-94b9-166754e6c090,83816b5c-ebb9-4b60-95c1-c3f0607d739e,2026-02-04T01:29:31.918717,siembras,siembra_event,FERTILIZACION,Campo Rodriguez,Soja,66,,2026-01-07T20:26:47.877116
d1a21934-c151-420c-9512-0de4df01ae72,83816b5c-ebb9-4b60-95c1-c3f0607d739e,2026-03-06T01:29:31.918717,siembras,siembra_event,PULVERIZACION,Campo Rodriguez,Soja,66,,2026-01-07T20:26:47.877120
30a93871-50a3-4bfe-9b27-ad59470488be,83816b5c-ebb9-4b60-95c1-c3f0607d739e,2026-05-05T01:29:31.918717,siembras,siembra_event,COSECHA,Campo Rodriguez,Soja,66,30.0,2026-01-07T20:26:47.877125
a0ae210a-f850-4adc-a67d-f6fa629e016a,dfce9fee-9e9e-4009-abf9-6917118f2f2e,2026-01-03T23:05:11.826783,siembras,siembra_event,PREPARACION_SUELO,Campo Herrera,Maíz,158,,2026-01-07T20:26:47.877157
5abc401b-1272-428d-9c45-9bd9ba786cda,dfce9fee-9e9e-4009-abf9-6917118f2f2e,2026-01-10T23:05:11.826783,siembras,siembra_event,SIEMBRA,Campo Herrera,Maíz,158,,2026-01-07T20:26:47.877162
0822b71c-a901-4522-8de5-55b32438155a,dfce9fee-9e9e-4009-abf9-6917118f2f2e,2026-02-02T23:05:11.826783,siembras,siembra_event,FERTILIZACION,Campo Herrera,Maíz,158,,2026-01-07T20:26:47.877166
91735dcf-ee6c-4857-9b0d-5acb210d1847,dfce9fee-9e9e-4009-abf9-6917118f2f2e,2026-03-04T23:05:11.826783,siembras,siembra_event,PULVERIZACION,Campo Herrera,Maíz,158,,2026-01-07T20:26:47.877170
7b756b4a-8a13-45c0-a591-3b83476fdba8,dfce9fee-9e9e-4009-abf9-6917118f2f2e,2026-05-03T23:05:11.826783,siembras,siembra_event,COSECHA,Campo Herrera,Maíz,158,45.0,2026-01-07T20:26:47.877175
bf733c52-4b8f-42c7-b352-72d044ea06c8,17a9aa9f-7a3a-4d49-aecc-ff5542350972,2026-01-06T07:31:39.063976,siembras,siembra_event,PREPARACION_SUELO,Campo Garcia,Maíz,336,,2026-01-07T20:26:47.877206
5e9e2ecf-73e9-47b1-8609-5f89f60a95d9,17a9aa9f-7a3a-4d49-aecc-ff5542350972,2026-01-13T07:31:39.063976,siembras,siembra_event,SIEMBRA,Campo Garcia,Maíz,336,,2026-01-07T20:26:47.877210
fec4e680-c61a-4843-8e85-f705abb49cda,17a9aa9f-7a3a-4d49-aecc-ff5542350972,2026-02-05T07:31:39.063976,siembras,siembra_event,FERTILIZACION,Campo Garcia,Maíz,336,,2026-01-07T20:26:47.877214
dde8f52c-082c-46b3-8cd4-13d1f4ae96ec,17a9aa9f-7a3a-4d49-aecc-ff5542350972,2026-03-07T07:31:39.063976,siembras,siembra_event,PULVERIZACION,Campo Garcia,Maíz,336,,2026-01-07T20:26:47.877218
d7712c69-7e01-42db-8f8f-454441c2c9f5,17a9aa9f-7a3a-4d49-aecc-ff5542350972,2026-05-06T07:31:39.063976,siembras,siembra_event,COSECHA,Campo Garcia,Maíz,336,35.0,2026-01-07T20:26:47.877223
c2256260-c22a-48c9-a6ab-19fa577980bc,14c1eeb2-516f-432d-b98e-409169e75378,2026-01-07T14:50:14.809626,siembras,siembra_event,PREPARACION_SUELO,Campo Rodriguez,Trigo,91,,2026-01-07T20:26:47.877254
2874fbe4-7877-4662-932d-1f0224b3bb19,14c1eeb2-516f-432d-b98e-409169e75378,2026-01-14T14:50:14.809626,siembras,siembra_event,SIEMBRA,Campo Rodriguez,Trigo,91,,2026-01-07T20:26:47.877258
3158cfa5-ed9b-4be2-ace2-1b7aef63d30b,14c1eeb2-516f-432d-b98e-409169e75378,2026-02-06T14:50:14.809626,siembras,siembra_event,FERTILIZACION,Campo Rodriguez,Trigo,91,,2026-01-07T20:26:47.877303
7a22e022-b1ad-4907-890f-386738b10982,14c1eeb2-516f-432d-b98e-409169e75378,2026-03-08T14:50:14.809626,siembras,siembra_event,PULVERIZACION,Campo Rodriguez,Trigo,91,,2026-01-07T20:26:47.877314
3da31e87-7cf3-466f-8fa5-b4880d23b446,14c1eeb2-516f-432d-b98e-409169e75378,2026-05-07T14:50:14.809626,siembras,siembra_event,COSECHA,Campo Rodriguez,Trigo,91,52.0,2026-01-07T20:26:47.877320
4dc4902b-0c90-4da6-83bc-3b010633b332,be836dc3-1a78-4918-bcf5-02dae7f5d55f,2026-01-03T11:29:11.002656,siembras,siembra_event,PREPARACION_SUELO,Campo Perez,Girasol,291,,2026-01-07T20:26:47.877381
2fc7836c-94e7-45c4-bbe4-14f69fa9b5d9,be836dc3-1a78-4918-bcf5-02dae7f5d55f,2026-01-10T11:29:11.002656,siembras,siembra_event,SIEMBRA,Campo Perez,Girasol,291,,2026-01-07T20:26:47.877387
f31dae72-0381-49e2-8d59-0c57907eba10,be836dc3-1a78-4918-bcf5-02dae7f5d55f,2026-02-02T11:29:11.002656,siembras,siembra_event,FERTILIZACION,Campo Perez,Girasol,291,,2026-01-07T20:26:47.877392
d43f7330-1d85-4842-b06c-15fa7037aa53,be836dc3-1a78-4918-bcf5-02dae7f5d55f,2026-03-04T11:29:11.002656,siembras,siembra_event,PULVERIZACION,Campo Perez,Girasol,291,,2026-01-07T20:26:47.877396
208622da-3e33-476a-84c9-5d1cf123e1f0,be836dc3-1a78-4918-bcf5-02dae7f5d55f,2026-05-03T11:29:11.002656,siembras,siembra_event,COSECHA,Campo Perez,Girasol,291,49.0,2026-01-07T20:26:47.877401
b108c620-6fd6-461b-954c-6471cac6dd82,febea9dd-daf2-4879-ab9d-0a94b567a7fc,2026-01-06T14:21:37.266911,siembras,siembra_event,PREPARACION_SUELO,Campo Lopez,Maíz,165,,2026-01-07T20:26:47.877441
f889696e-891b-46f6-bddf-2eda22e89dad,febea9dd-daf2-4879-ab9d-0a94b567a7fc,2026-01-13T14:21:37.266911,siembras,siembra_event,SIEMBRA,Campo Lopez,Maíz,165,,2026-01-07T20:26:47.877446
9b181baf-1054-489a-a396-876fe10d0ea5,febea9dd-daf2-4879-ab9d-0a94b567a7fc,2026-02-05T14:21:37.266911,siembras,siembra_event,FERTILIZACION,Campo Lopez,Maíz,165,,2026-01-07T20:26:47.877450
366c430f-e6a7-452d-bbc7-3024d35e82b0,febea9dd-daf2-4879-ab9d-0a94b567a7fc,2026-03-07T14:21:37.266911,siembras,siembra_event,PULVERIZACION,Campo Lopez,Maíz,165,,2026-01-07T20:26:47.877454
3f3130e1-6eef-4586-b642-9182a8c5ee57,febea9dd-daf2-4879-ab9d-0a94b567a7fc,2026-05-06T14:21:37.266911,siembras,siembra_event,COSECHA,Campo Lopez,Maíz,165,50.0,2026-01-07T20:26:47.877459
6d922f36-21a8-419a-a8ee-5999f2e7ac36,7ef76851-0ab4-4abc-bbbf-ba7200abe2e0,2026-01-06T06:40:25.638198,siembras,siembra_event,PREPARACION_SUELO,Campo Campos,Girasol,333,,2026-01-07T20:26:47.877494
ff188251-b25b-47bc-ba45-ad99719a7a54,7ef76851-0ab4-4abc-bbbf-ba7200abe2e0,2026-01-13T06:40:25.638198,siembras,siembra_event,SIEMBRA,Campo Campos,Girasol,333,,2026-01-07T20:26:47.877498
251c4d5e-dd82-4ffd-81ed-d19dfbb3700e,7ef76851-0ab4-4abc-bbbf-ba7200abe2e0,2026-02-05T06:40:25.638198,siembras,siembra_event,FERTILIZACION,Campo Campos,Girasol,333,,2026-01-07T20:26:47.877502
4eb155bd-46ff-4e40-bf82-574b868ca1da,7ef76851-0ab4-4abc-bbbf-ba7200abe2e0,2026-03-07T06:40:25.638198,siembras,siembra_event,PULVERIZACION,Campo Campos,Girasol,333,,2026-01-07T20:26:47.877506
f76be32c-1c4d-49c9-a33d-98fa19decc2f,7ef76851-0ab4-4abc-bbbf-ba7200abe2e0,2026-05-06T06:40:25.638198,siembras,siembra_event,COSECHA,Campo Campos,Girasol,333,29.0,2026-01-07T20:26:47.877511
218a77de-f2f9-45cc-9ac5-229d5e813f2f,6e4f7869-78c1-40dd-aad6-1798b6eaa692,2026-01-05T16:58:46.005148,siembras,siembra_event,PREPARACION_SUELO,Campo Martinez,Girasol,30,,2026-01-07T20:26:47.877552
c44cb2b3-1cf4-4ed7-a488-ea30fa4157cc,6e4f7869-78c1-40dd-aad6-1798b6eaa692,2026-01-12T16:58:46.005148,siembras,siembra_event,SIEMBRA,Campo Martinez,Girasol,30,,2026-01-07T20:26:47.877557
9d983bef-4653-45ac-ba6b-64f663cbb712,6e4f7869-78c1-40dd-aad6-1798b6eaa692,2026-02-04T16:58:46.005148,siembras,siembra_event,FERTILIZACION,Campo Martinez,Girasol,30,,2026-01-07T20:26:47.877561
f3df16ea-9338-4c9e-a649-6b66331f63b2,6e4f7869-78c1-40dd-aad6-1798b6eaa692,2026-03-06T16:58:46.005148,siembras,siembra_event,PULVERIZACION,Campo Martinez,Girasol,30,,2026-01-07T20:26:47.877565
ac8a6ac9-d7da-4c8d-9a40-28f94aec9538,6e4f7869-78c1-40dd-aad6-1798b6eaa692,2026-05-05T16:58:46.005148,siembras,siembra_event,COSECHA,Campo Martinez,Girasol,30,28.0,2026-01-07T20:26:47.877570
1f2ccf8a-3a1e-4fab-a8ea-bd892486c96b,bae5e328-4e1b-496f-abc0-a8e7880179bd,2026-01-03T10:56:15.612095,siembras,siembra_event,PREPARACION_SUELO,Campo Juarez,Soja,85,,2026-01-07T20:26:47.877604
60dc8d72-20ee-460a-99d9-dcab31046200,bae5e328-4e1b-496f-abc0-a8e7880179bd,2026-01-10T10:56:15.612095,siembras,siembra_event,SIEMBRA,Campo Juarez,Soja,85,,2026-01-07T20:26:47.877608
abb9b68f-5b0f-4f0a-84fb-e5fed4eefff9,bae5e328-4e1b-496f-abc0-a8e7880179bd,2026-02-02T10:56:15.612095,siembras,siembra_event,FERTILIZACION,Campo Juarez,Soja,85,,2026-01-07T20:26:47.877616
f9c1278d-cb57-42c7-9a1c-b505addcd7f5,bae5e328-4e1b-496f-abc0-a8e7880179bd,2026-03-04T10:56:15.612095,siembras,siembra_event,PULVERIZACION,Campo Juarez,Soja,85,,2026-01-07T20:26:47.877620
01d5640c-0840-4040-a183-adec12296789,bae5e328-4e1b-496f-abc0-a8e7880179bd,2026-05-03T10:56:15.612095,siembras,siembra_event,COSECHA,Campo Juarez,Soja,85,27.0,2026-01-07T20:26:47.877626
3c2fa434-1840-4397-8b78-fe3648cbde88,4810a97a-fc17-4c91-a111-950baa979ffa,2026-01-01T17:12:00.458054,siembras,siembra_event,PREPARACION_SUELO,Campo Sanchez,Trigo,254,,2026-01-07T20:26:47.877659
54d24a2f-2f16-41b0-91c2-301abab35c90,4810a97a-fc17-4c91-a111-950baa979ffa,2026-01-08T17:12:00.458054,siembras,siembra_event,SIEMBRA,Campo Sanchez,Trigo,254,,2026-01-07T20:26:47.877663
d9fc66ef-bce1-4437-8b85-f82c03645aa7,4810a97a-fc17-4c91-a111-950baa979ffa,2026-01-31T17:12:00.458054,siembras,siembra_event,FERTILIZACION,Campo Sanchez,Trigo,254,,2026-01-07T20:26:47.877667
364bd6c5-e2d6-499f-846f-f42f58e486d5,4810a97a-fc17-4c91-a111-950baa979ffa,2026-03-02T17:12:00.458054,siembras,siembra_event,PULVERIZACION,Campo Sanchez,Trigo,254,,2026-01-07T20:26:47.877672
de69acd7-9304-4a48-b083-57318ef2c8ba,4810a97a-fc17-4c91-a111-950baa979ffa,2026-05-01T17:12:00.458054,siembras,siembra_event,COSECHA,Campo Sanchez,Trigo,254,53.0,2026-01-07T20:26:47.877677
73e3f28c-360e-474f-9b63-fd93be5f891c,436ee79d-7c0c-4fc5-99aa-62d382b230a0,2026-01-06T17:08:20.227383,siembras,siembra_event,PREPARACION_SUELO,Campo Lopez,Soja,225,,2026-01-07T20:26:47.877708
dd341e9a-ce48-4031-bb8a-621225f87fac,436ee79d-7c0c-4fc5-99aa-62d382b230a0,2026-01-13T17:08:20.227383,siembras,siembra_event,SIEMBRA,Campo Lopez,Soja,225,,2026-01-07T20:26:47.877712
0650499b-cda2-427d-a3b9-9f3b2e009e75,436ee79d-7c0c-4fc5-99aa-62d382b230a0,2026-02-05T17:08:20.227383,siembras,siembra_event,FERTILIZACION,Campo Lopez,Soja,225,,2026-01-07T20:26:47.877717
04b1b7c4-9493-4730-83e7-e8c9abca0cd7,436ee79d-7c0c-4fc5-99aa-62d382b230a0,2026-03-07T17:08:20.227383,siembras,siembra_event,PULVERIZACION,Campo Lopez,Soja,225,,2026-01-07T20:26:47.877721
86caa3fb-d21c-42f7-b28b-ce6950594785,436ee79d-7c0c-4fc5-99aa-62d382b230a0,2026-05-06T17:08:20.227383,siembras,siembra_event,COSECHA,Campo Lopez,Soja,225,48.0,2026-01-07T20:26:47.877730
a6be2395-3b99-4d1a-b175-db7ce2ac7250,69af1b92-29ca-4866-b34f-4898be3f289e,2026-01-06T17:03:15.745859,siembras,siembra_event,PREPARACION_SUELO,Campo Toledo,Soja,139,,2026-01-07T20:26:47.877762
761caa3a-a9c6-486c-9bd7-873d5d0ab38a,69af1b92-29ca-4866-b34f-4898be3f289e,2026-01-13T17:03:15.745859,siembras,siembra_event,SIEMBRA,Campo Toledo,Soja,139,,2026-01-07T20:26:47.877766
bd8fec8e-359f-4069-b217-0226564bfd2c,69af1b92-29ca-4866-b34f-4898be3f289e,2026-02-05T17:03:15.745859,siembras,siembra_event,FERTILIZACION,Campo Toledo,Soja,139,,2026-01-07T20:26:47.877771
