event_id,lote_id,event_timestamp,unidad_negocio,tipo_evento,evento,granja,cantidad_animales,peso_promedio_kg,destino,created_at
5fe75b47-0a73-4965-885b-e0477e0632de,ec85ac03-8e20-4100-b51d-a5296bbf5d0e,2026-01-06T16:01:13.339825,cerdos,cerdo_event,NACIMIENTO,Granja Norte,82,,,2026-01-07T20:24:57.218820
d42b7238-57e7-4d1a-bec8-889935eb6656,ec85ac03-8e20-4100-b51d-a5296bbf5d0e,2026-01-21T16:01:13.339825,cerdos,cerdo_event,ALIMENTACION,Granja Norte,82,,,2026-01-07T20:24:57.218825
d3f91c5d-decf-4bcc-92ae-818f096aa207,ec85ac03-8e20-4100-b51d-a5296bbf5d0e,2026-02-20T16:01:13.339825,cerdos,cerdo_event,SANIDAD,Granja Norte,82,,,2026-01-07T20:24:57.218829
6cbf4bf6-a2a0-4033-9f8d-3d5cf08c2c4f,ec85ac03-8e20-4100-b51d-a5296bbf5d0e,2026-04-06T16:01:13.339825,cerdos,cerdo_event,TRASLADO,Granja Norte,82,26.0,,2026-01-07T20:24:57.218835
64b7e4e9-17fc-483a-8dc1-49cd9a1c4f62,ec85ac03-8e20-4100-b51d-a5296bbf5d0e,2026-05-06T16:01:13.339825,cerdos,cerdo_event,VENTA,Granja Norte,82,62.0,Frigorifico Río Gallegos,2026-01-07T20:24:57.218844
b33f3be0-d37d-4fe2-8400-60926a3b5f84,c24ed0cf-5f55-44c6-8a09-70dad696d3ee,2026-01-04T14:47:51.859431,cerdos,cerdo_event,NACIMIENTO,Granja Centro,129,,,2026-01-07T20:24:57.218867
fcfa37b0-6d66-4d6d-acea-d007c85ff7ee,c24ed0cf-5f55-44c6-8a09-70dad696d3ee,2026-01-19T14:47:51.859431,cerdos,cerdo_event,ALIMENTACION,Granja Centro,129,,,2026-01-07T20:24:57.218872
23dbb4c7-ea37-40c3-8998-dd54edf71d7d,c24ed0cf-5f55-44c6-8a09-70dad696d3ee,2026-02-18T14:47:51.859431,cerdos,cerdo_event,SANIDAD,Granja Centro,129,,,2026-01-07T20:24:57.218876
62cace26-3798-4325-9f98-7c415cd5e5fa,c24ed0cf-5f55-44c6-8a09-70dad696d3ee,2026-04-04T14:47:51.859431,cerdos,cerdo_event,TRASLADO,Granja Centro,129,24.0,,2026-01-07T20:24:57.218882
325fe710-29a1-4f87-9517-339324cb7445,c24ed0cf-5f55-44c6-8a09-70dad696d3ee,2026-05-04T14:47:51.859431,cerdos,cerdo_event,VENTA,Granja Centro,129,92.0,Frigorifico Bahía Blanca,2026-01-07T20:24:57.218894
20747ca4-6dc7-470b-9bdc-bda3ef41630a,1c05f1fb-683d-42ad-a771-65d83b345e24,2026-01-02T03:45:27.753901,cerdos,cerdo_event,NACIMIENTO,Granja Centro,167,,,2026-01-07T20:24:57.218918
5ae86e70-e009-4c99-9750-ed85f825ce98,1c05f1fb-683d-42ad-a771-65d83b345e24,2026-01-17T03:45:27.753901,cerdos,cerdo_event,ALIMENTACION,Granja Centro,167,,,2026-01-07T20:24:57.218923
91009f55-55a4-4fba-aa2a-23411dc14ed8,1c05f1fb-683d-42ad-a771-65d83b345e24,2026-02-16T03:45:27.753901,cerdos,cerdo_event,SANIDAD,Granja Centro,167,,,2026-01-07T20:24:57.218927
7648911e-573b-4f04-afee-3318018f33f8,1c05f1fb-683d-42ad-a771-65d83b345e24,2026-04-02T03:45:27.753901,cerdos,cerdo_event,TRASLADO,Granja Centro,167,7.0,,2026-01-07T20:24:57.218935
1f0a6eae-2433-4a01-8f5f-f215f4556993,1c05f1fb-683d-42ad-a771-65d83b345e24,2026-05-02T03:45:27.753901,cerdos,cerdo_event,VENTA,Granja Centro,167,13.0,Frigorifico Mendoza,2026-01-07T20:24:57.218944
6d2491eb-8bee-4bb1-bdd9-13ae4a0e0e8d,10957ca6-b410-48e0-bdb5-4159caa38fbc,2026-01-03T01:56:13.639152,cerdos,cerdo_event,NACIMIENTO,Granja Norte,101,,,2026-01-07T20:24:57.218968
0d08438b-3db9-40d3-9b1f-e4afd25554e9,10957ca6-b410-48e0-bdb5-4159caa38fbc,2026-01-18T01:56:13.639152,cerdos,cerdo_event,ALIMENTACION,Granja Norte,101,,,2026-01-07T20:24:57.218977
a6f7778e-b493-459c-a1dd-9a49a97d0c8d,10957ca6-b410-48e0-bdb5-4159caa38fbc,2026-02-17T01:56:13.639152,cerdos,cerdo_event,SANIDAD,Granja Norte,101,,,2026-01-07T20:24:57.218981
0d7bdc44-9061-4e79-9958-cf38298e989e,10957ca6-b410-48e0-bdb5-4159caa38fbc,2026-04-03T01:56:13.639152,cerdos,cerdo_event,TRASLADO,Granja Norte,101,108.0,,2026-01-07T20:24:57.218986
b0125b9b-6fa9-4781-9d6a-82d201b0f616,10957ca6-b410-48e0-bdb5-4159caa38fbc,2026-05-03T01:56:13.639152,cerdos,cerdo_event,VENTA,Granja Norte,101,98.0,Frigorifico Formosa,2026-01-07T20:24:57.218995
076ed4e1-7861-4e55-8aa3-c439b1e22eb0,978cf7df-99f1-4300-b789-6d96dd6d6e49,2026-01-01T09:15:15.963253,cerdos,cerdo_event,NACIMIENTO,Granja Norte,94,,,2026-01-07T20:24:57.219019
97600c57-f549-4c33-b4a1-865c13e6c585,978cf7df-99f1-4300-b789-6d96dd6d6e49,2026-01-16T09:15:15.963253,cerdos,cerdo_event,ALIMENTACION,Granja Norte,94,,,2026-01-07T20:24:57.219028
cc1b448b-f5c3-4805-bdb5-2e9a7078771c,978cf7df-99f1-4300-b789-6d96dd6d6e49,2026-02-15T09:15:15.963253,cerdos,cerdo_event,SANIDAD,Granja Norte,94,,,2026-01-07T20:24:57.219032
15095075-7d11-4629-b314-bd2fba82bd38,978cf7df-99f1-4300-b789-6d96dd6d6e49,2026-04-01T09:15:15.963253,cerdos,cerdo_event,TRASLADO,Granja Norte,94,102.0,,2026-01-07T20:24:57.219038
b36f5fa4-d40d-44ae-b607-d0501be2d3ff,978cf7df-99f1-4300-b789-6d96dd6d6e49,2026-05-01T09:15:15.963253,cerdos,cerdo_event,VENTA,Granja Norte,94,65.0,Frigorifico La Plata,2026-01-07T20:24:57.219046
6cedd5cf-cf18-47bc-99ef-44a919e6f5c6,e82875cb-3fe6-4dcc-9ea7-20ecddaf5c5c,2026-01-02T03:04:19.233896,cerdos,cerdo_event,NACIMIENTO,Granja La Esperanza,102,,,2026-01-07T20:24:57.219071
a43692e5-e304-4686-9d90-160b8ee9de8c,e82875cb-3fe6-4dcc-9ea7-20ecddaf5c5c,2026-01-17T03:04:19.233896,cerdos,cerdo_event,ALIMENTACION,Granja La Esperanza,102,,,2026-01-07T20:24:57.219108
9d4577a0-c5c5-4f62-abcc-2e7a04c9c525,e82875cb-3fe6-4dcc-9ea7-20ecddaf5c5c,2026-02-16T03:04:19.233896,cerdos,cerdo_event,SANIDAD,Granja La Esperanza,102,,,2026-01-07T20:24:57.219116
01f0d2e8-883f-46a0-8220-345b2e01cbb9,e82875cb-3fe6-4dcc-9ea7-20ecddaf5c5c,2026-04-02T03:04:19.233896,cerdos,cerdo_event,TRASLADO,Granja La Esperanza,102,107.0,,2026-01-07T20:24:57.219123
33ddfae8-b51a-44e8-bd57-288de592bf70,e82875cb-3fe6-4dcc-9ea7-20ecddaf5c5c,2026-05-02T03:04:19.233896,cerdos,cerdo_event,VENTA,Granja La Esperanza,102,93.0,Frigorifico Santiago del Estero,2026-01-07T20:24:57.219142
5b25331d-fa1f-4e32-af90-e3fd303cb8fa,214b41eb-e8bc-4658-ab31-53ce35072861,2026-01-05T21:01:15.209268,cerdos,cerdo_event,NACIMIENTO,Granja El Molino,91,,,2026-01-07T20:24:57.219177
d7bef4a9-4a5a-4be5-9aa8-e1a3aaa783da,214b41eb-e8bc-4658-ab31-53ce35072861,2026-01-20T21:01:15.209268,cerdos,cerdo_event,ALIMENTACION,Granja El Molino,91,,,2026-01-07T20:24:57.219182
92668e83-d303-4535-a658-1eb1777e5408,214b41eb-e8bc-4658-ab31-53ce35072861,2026-02-19T21:01:15.209268,cerdos,cerdo_event,SANIDAD,Granja El Molino,91,,,2026-01-07T20:24:57.219186
a17cbef7-a494-4c53-a455-c8e59fa35f05,214b41eb-e8bc-4658-ab31-53ce35072861,2026-04-05T21:01:15.209268,cerdos,cerdo_event,TRASLADO,Granja El Molino,91,37.0,,2026-01-07T20:24:57.219191
13faba34-c04a-4274-9846-f49c7f93ef49,214b41eb-e8bc-4658-ab31-53ce35072861,2026-05-05T21:01:15.209268,cerdos,cerdo_event,VENTA,Granja El Molino,91,117.0,Frigorifico Santiago del Estero,2026-01-07T20:24:57.219201
90fae3c1-5fb9-474b-a459-06608c3e1cee,68869df0-d655-4e78-88d4-fd2c2af6467e,2026-01-03T16:08:19.065701,cerdos,cerdo_event,NACIMIENTO,Granja Centro,192,,,2026-01-07T20:24:57.219226
233404c8-3213-4786-b077-8f75422aacb2,68869df0-d655-4e78-88d4-fd2c2af6467e,2026-01-18T16:08:19.065701,cerdos,cerdo_event,ALIMENTACION,Granja Centro,192,,,2026-01-07T20:24:57.219231
c89fa2fb-c554-47ea-9c8a-795153c89702,68869df0-d655-4e78-88d4-fd2c2af6467e,2026-02-17T16:08:19.065701,cerdos,cerdo_event,SANIDAD,Granja Centro,192,,,2026-01-07T20:24:57.219235
bb75238f-01d9-4d9d-8bc6-450e580939d1,68869df0-d655-4e78-88d4-fd2c2af6467e,2026-04-03T16:08:19.065701,cerdos,cerdo_event,TRASLADO,Granja Centro,192,102.0,,2026-01-07T20:24:57.219240
62ef9354-b476-4b78-a5fa-48062538ecef,68869df0-d655-4e78-88d4-fd2c2af6467e,2026-05-03T16:08:19.065701,cerdos,cerdo_event,VENTA,Granja Centro,192,68.0,Frigorifico Corrientes,2026-01-07T20:24:57.219249
5cc503c0-be10-4fc0-8d77-061e6cf054e3,f2c038a7-9368-405a-8cee-b3b073929d9a,2026-01-05T16:42:36.963866,cerdos,cerdo_event,NACIMIENTO,Granja La Esperanza,151,,,2026-01-07T20:24:57.219273
e2a2e091-ca93-4e3e-bd14-3abdcff2e8f3,f2c038a7-9368-405a-8cee-b3b073929d9a,2026-01-20T16:42:36.963866,cerdos,cerdo_event,ALIMENTACION,Granja La Esperanza,151,,,2026-01-07T20:24:57.219278
dc24196a-0aa0-493a-9fa5-42528675207b,f2c038a7-9368-405a-8cee-b3b073929d9a,2026-02-19T16:42:36.963866,cerdos,cerdo_event,SANIDAD,Granja La Esperanza,151,,,2026-01-07T20:24:57.219282
382ea5e3-1224-40ff-87b1-da261e65f77d,f2c038a7-9368-405a-8cee-b3b073929d9a,2026-04-05T16:42:36.963866,cerdos,cerdo_event,TRASLADO,Granja La Esperanza,151,72.0,,2026-01-07T20:24:57.219287
be836f04-4a5c-4760-93b7-35e648e3184b,f2c038a7-9368-405a-8cee-b3b073929d9a,2026-05-05T16:42:36.963866,cerdos,cerdo_event,VENTA,Granja La Esperanza,151,105.0,Frigorifico Mar del Plata,2026-01-07T20:24:57.219303
2d50ebcc-e6a3-4d6f-9fee-5156f87330c9,c22b9764-0658-4d1b-b5ed-3e598c3323e6,2026-01-01T05:13:56.836079,cerdos,cerdo_event,NACIMIENTO,Granja Centro,150,,,2026-01-07T20:24:57.219328
ad77ec9b-6717-4c86-bcbb-175d4efb853c,c22b9764-0658-4d1b-b5ed-3e598c3323e6,2026-01-16T05:13:56.836079,cerdos,cerdo_event,ALIMENTACION,Granja Centro,150,,,2026-01-07T20:24:57.219333
309a0068-ae0f-448f-8601-cd8f203021f2,c22b9764-0658-4d1b-b5ed-3e598c3323e6,2026-02-15T05:13:56.836079,cerdos,cerdo_event,SANIDAD,Granja Centro,150,,,2026-01-07T20:24:57.219337
9d9cec6d-a322-4d92-8f54-7d0ddc0aa751,c22b9764-0658-4d1b-b5ed-3e598c3323e6,2026-04-01T05:13:56.836079,cerdos,cerdo_event,TRASLADO,Granja Centro,150,75.0,,2026-01-07T20:24:57.219342
f1f77794-9aa6-4e7f-a6b1-546e9c90e0e6,c22b9764-0658-4d1b-b5ed-3e598c3323e6,2026-05-01T05:13:56.836079,cerdos,cerdo_event,VENTA,Granja Centro,150,94.0,Frigorifico Córdoba,2026-01-07T20:24:57.219351
18a33e0d-c7a9-42a6-a483-f2c3bea25286,f2f67e70-abb5-494a-9c0c-fe3ad74cf610,2026-01-03T18:45:38.466442,cerdos,cerdo_event,NACIMIENTO,Granja Norte,138,,,2026-01-07T20:24:57.219374
261c5c88-57b1-49f0-b4b1-02b7cc2ae567,f2f67e70-abb5-494a-9c0c-fe3ad74cf610,2026-01-18T18:45:38.466442,cerdos,cerdo_event,ALIMENTACION,Granja Norte,138,,,2026-01-07T20:24:57.219378
53c1c7fb-1809-4d79-be9a-6ea431ed1478,f2f67e70-abb5-494a-9c0c-fe3ad74cf610,2026-02-17T18:45:38.466442,cerdos,cerdo_event,SANIDAD,Granja Norte,138,,,2026-01-07T20:24:57.219383
ca498159-434b-4ef3-b5c9-b8a7d5e38ca3,f2f67e70-abb5-494a-9c0c-fe3ad74cf610,2026-04-03T18:45:38.466442,cerdos,cerdo_event,TRASLADO,Granja Norte,138,25.0,,2026-01-07T20:24:57.219388
bacf19bc-52fa-461c-a035-19d00cdd2b44,f2f67e70-abb5-494a-9c0c-fe3ad74cf610,2026-05-03T18:45:38.466442,cerdos,cerdo_event,VENTA,Granja Norte,138,9.0,Frigorifico Chilecito,2026-01-07T20:24:57.219396
15808435-4296-4488-af41-a2186084874d,ad144d5c-0d03-49d1-aa4d-0d0b23e1f8ff,2026-01-07T07:45:03.485673,cerdos,cerdo_event,NACIMIENTO,Granja El Molino,35,,,2026-01-07T20:24:57.219420
e0130928-f41e-4a55-a7bf-5e4ef292ca29,ad144d5c-0d03-49d1-aa4d-0d0b23e1f8ff,2026-01-22T07:45:03.485673,cerdos,cerdo_event,ALIMENTACION,Granja El Molino,35,,,2026-01-07T20:24:57.219425
04a2e182-9390-4425-93f0-b12ead18fd1c,ad144d5c-0d03-49d1-aa4d-0d0b23e1f8ff,2026-02-21T07:45:03.485673,cerdos,cerdo_event,SANIDAD,Granja El Molino,35,,,2026-01-07T20:24:57.219429
ac0aa95e-fa66-4ef6-8282-e196a5ad1bc7,ad144d5c-0d03-49d1-aa4d-0d0b23e1f8ff,2026-04-07T07:45:03.485673,cerdos,cerdo_event,TRASLADO,Granja El Molino,35,73.0,,2026-01-07T20:24:57.219434
4cbc3bf7-4b82-46bd-b3b2-591cbb773cff,ad144d5c-0d03-49d1-aa4d-0d0b23e1f8ff,2026-05-07T07:45:03.485673,cerdos,cerdo_event,VENTA,Granja El Molino,35,112.0,Frigorifico Córdoba,2026-01-07T20:24:57.219446
2b12cd34-51de-40c7-bfd8-ef58eb82fb12,91122726-1162-4d9d-a5c0-49b88dfbed96,2026-01-04T10:21:12.432827,cerdos,cerdo_event,NACIMIENTO,Granja Sur,58,,,2026-01-07T20:24:57.219469
5c87043f-4b82-457a-9f64-6a5489dc047f,91122726-1162-4d9d-a5c0-49b88dfbed96,2026-01-19T10:21:12.432827,cerdos,cerdo_event,ALIMENTACION,Granja Sur,58,,,2026-01-07T20:24:57.219473
d7b73041-fb47-458c-ad8b-46148f87df46,91122726-1162-4d9d-a5c0-49b88dfbed96,2026-02-18T10:21:12.432827,cerdos,cerdo_event,SANIDAD,Granja Sur,58,,,2026-01-07T20:24:57.219478
af0a924b-bb0a-48bb-86fc-e95067ea7f52,91122726-1162-4d9d-a5c0-49b88dfbed96,2026-04-04T10:21:12.432827,cerdos,cerdo_event,TRASLADO,Granja Sur,58,23.0,,2026-01-07T20:24:57.219495
4f7bc03c-044d-46db-bf9e-fb1942640c28,91122726-1162-4d9d-a5c0-49b88dfbed96,2026-05-04T10:21:12.432827,cerdos,cerdo_event,VENTA,Granja Sur,58,24.0,Frigorifico Mar del Plata,2026-01-07T20:24:57.219506
26eadc09-cc8c-4b2f-a237-c64fd0112718,51d73577-d961-4f20-9b48-7075edad57ad,2026-01-03T19:16:52.089401,cerdos,cerdo_event,NACIMIENTO,Granja Norte,57,,,2026-01-07T20:24:57.219535
e21daa68-e247-4569-a4b3-815a4e4eaa9e,51d73577-d961-4f20-9b48-7075edad57ad,2026-01-18T19:16:52.089401,cerdos,cerdo_event,ALIMENTACION,Granja Norte,57,,,2026-01-07T20:24:57.219540
2531cc02-541c-414e-86e9-d295785201fe,51d73577-d961-4f20-9b48-7075edad57ad,2026-02-17T19:16:52.089401,cerdos,cerdo_event,SANIDAD,Granja Norte,57,,,2026-01-07T20:24:57.219545
ff2069c1-a1a4-48c5-b4db-3132f94f57ed,51d73577-d961-4f20-9b48-7075edad57ad,2026-04-03T19:16:52.089401,cerdos,cerdo_event,TRASLADO,Granja Norte,57,65.0,,2026-01-07T20:24:57.219554
e0f6b033-8a2b-4613-be69-23bfdd5d2a90,51d73577-d961-4f20-9b48-7075edad57ad,2026-05-03T19:16:52.089401,cerdos,cerdo_event,VENTA,Granja Norte,57,102.0,Frigorifico Río Gallegos,2026-01-07T20:24:57.219564
4357b024-d430-4b7b-b3ee-e27fbca21712,36f87d6e-a821-4649-8064-710f58ec0bab,2026-01-01T13:31:13.411077,cerdos,cerdo_event,NACIMIENTO,Granja Norte,175,,,2026-01-07T20:24:57.219589
b85c666a-6d1e-4393-918b-40812fe19a10,36f87d6e-a821-4649-8064-710f58ec0bab,2026-01-16T13:31:13.411077,cerdos,cerdo_event,ALIMENTACION,Granja Norte,175,,,2026-01-07T20:24:57.219594
67c2a047-5080-4529-b531-a6b1fc71b245,36f87d6e-a821-4649-8064-710f58ec0bab,2026-02-15T13:31:13.411077,cerdos,cerdo_event,SANIDAD,Granja Norte,175,,,2026-01-07T20:24:57.219598
3823ef3e-1c94-4592-a416-aff0dac414eb,36f87d6e-a821-4649-8064-710f58ec0bab,2026-04-01T13:31:13.411077,cerdos,cerdo_event,TRASLADO,Granja Norte,175,13.0,,2026-01-07T20:24:57.219632
27347e1b-65f7-4b3a-bf97-854e419f895b,36f87d6e-a821-4649-8064-710f58ec0bab,2026-05-01T13:31:13.411077,cerdos,cerdo_event,VENTA,Granja Norte,175,119.0,Frigorifico Santiago del Estero,2026-01-07T20:24:57.219647
2dc14c8a-5170-4b9d-89dc-359a15f00d31,b644ab83-4b82-47e6-b4ab-63e076057b13,2026-01-01T15:43:37.944261,cerdos,cerdo_event,NACIMIENTO,Granja Centro,40,,,2026-01-07T20:24:57.219679
a29502a7-0bae-49cf-9b50-d4c099648dff,b644ab83-4b82-47e6-b4ab-63e076057b13,2026-01-16T15:43:37.944261,cerdos,cerdo_event,ALIMENTACION,Granja Centro,40,,,2026-01-07T20:24:57.219683
4977bf6e-ef6c-40dc-b0fc-1b330308d589,b644ab83-4b82-47e6-b4ab-63e076057b13,2026-02-15T15:43:37.944261,cerdos,cerdo_event,SANIDAD,Granja Centro,40,,,2026-01-07T20:24:57.219688
d4d54a20-3e77-4239-be6f-c2e123cf23a8,b644ab83-4b82-47e6-b4ab-63e076057b13,2026-04-01T15:43:37.944261,cerdos,cerdo_event,TRASLADO,Granja Centro,40,59.0,,2026-01-07T20:24:57.219693
127e6d98-f059-469f-9be2-fe3f8554a5b9,b644ab83-4b82-47e6-b4ab-63e076057b13,2026-05-01T15:43:37.944261,cerdos,cerdo_event,VENTA,Granja Centro,40,101.0,Frigorifico Córdoba,2026-01-07T20:24:57.219710
3172e829-c4bd-4deb-8412-53a0b27d371f,85e36ff7-da06-422e-a5f9-011b0efc153f,2026-01-03T16:14:36.836714,cerdos,cerdo_event,NACIMIENTO,Granja La Esperanza,110,,,2026-01-07T20:24:57.219737
7aa0ef55-df9f-4bef-b80a-3cc730b6f24e,85e36ff7-da06-422e-a5f9-011b0efc153f,2026-01-18T16:14:36.836714,cerdos,cerdo_event,ALIMENTACION,Granja La Esperanza,110,,,2026-01-07T20:24:57.219741
9aac170f-371d-46a6-be03-851a743c4e2c,85e36ff7-da06-422e-a5f9-011b0efc153f,2026-02-17T16:14:36.836714,cerdos,cerdo_event,SANIDAD,Granja La Esperanza,110,,,2026-01-07T20:24:57.219746
391b7778-3873-4db8-8179-803e4df3d043,85e36ff7-da06-422e-a5f9-011b0efc153f,2026-04-03T16:14:36.836714,cerdos,cerdo_event,TRASLADO,Granja La Esperanza,110,40.0,,2026-01-07T20:24:57.219751
b265f026-af90-410f-bef5-358c812a004f,85e36ff7-da06-422e-a5f9-011b0efc153f,2026-05-03T16:14:36.836714,cerdos,cerdo_event,VENTA,Granja La Esperanza,110,27.0,Frigorifico Resistencia,2026-01-07T20:24:57.219760
91f6b8a2-02fa-4e88-9ed1-7e455674cf8c,8e6ecae9-4ab5-4f9d-92c5-330f09d544fe,2026-01-04T11:55:07.266919,cerdos,cerdo_event,NACIMIENTO,Granja La Esperanza,140,,,2026-01-07T20:24:57.219784
89fd315b-2760-4665-b659-1919f70f00ec,8e6ecae9-4ab5-4f9d-92c5-330f09d544fe,2026-01-19T11:55:07.266919,cerdos,cerdo_event,ALIMENTACION,Granja La Esperanza,140,,,2026-01-07T20:24:57.219789
bb26bc40-85be-4760-8e5f-7f2dfecb5e9a,8e6ecae9-4ab5-4f9d-92c5-330f09d544fe,2026-02-18T11:55:07.266919,cerdos,cerdo_event,SANIDAD,Granja La Esperanza,140,,,2026-01-07T20:24:57.219793
cd905935-56f7-4036-ae5b-f6693aeedbc4,8e6ecae9-4ab5-4f9d-92c5-330f09d544fe,2026-04-04T11:55:07.266919,cerdos,cerdo_event,TRASLADO,Granja La Esperanza,140,80.0,,2026-01-07T20:24:57.219798
